ROWNO,LEGACY_CODE_NO,SPOT_NM,SPOT_STD_CODE,INFO_CREAT_INSTT_NM,CL_MIDDLE_NM,CL_SMALL_NM,DO_NM,CTY_NM,ADRES,ADMCODE,CRDNT_X,CRDNT_Y,ABL_AT,ABL_DE,DAY_AVG,CHARGE,INS_DATE,DEL_YN,OFFICE,OFFICE_TEL,BUILDING_NO,LOC_JIBUN,COMMT,YYYY,PERIOD,INSP_CHECK,UN_INSP_DESC,ACCEPT_YN,SUIT,UNSUIT,ITEM_GENBACLOW,ITEM_GENBACMID,ITEM_TOTBAC,ITEM_BAC,ITEM_FESTR,ITEM_BRANFUNGUS,ITEM_GRGUNGUS,ITEM_SALMOL,ITEM_SEGEL,ITEM_SULFUNGUS,ITEM_YERSINIA,ITEM_PB,ITEM_F,ITEM_GAS,ITEM_SE,ITEM_HG,ITEM_CN,ITEM_CR6,ITEM_NO3AM,ITEM_NO3N,ITEM_CD,ITEM_BORON,ITEM_BRO3,ITEM_PHENOL,ITEM_DIAZN,ITEM_PARAT,ITEM_PENITRO,ITEM_CARBARYL,ITEM_TCET,ITEM_TECE,ITEM_TCE,ITEM_DCM,ITEM_BENZENE,ITEM_TOLUENE,ITEM_ETILBEN,ITEM_XYLENE,ITEM_DCE,ITEM_CCL4,ITEM_DBCP,ITEM_C4H8O2,ITEM_GRADIENT,ITEM_KMN,ITEM_SMELL,ITEM_COLOR,ITEM_CU,ITEM_ABS,ITEM_PH,ITEM_ZN,ITEM_CL,ITEM_FE,ITEM_MN,ITEM_MUDDY,ITEM_SO42,ITEM_AL,ITEM_URAN,INSP_RST,FAIL_DESC,SAMP_DATE 
4397,PUB_3104,절터,41430E060000007,경기,,,경기도,의왕시,경기도 의왕시 오전동 51-1,4143010500,,,N,,200,경기도담당자,,N,,,,,,2017,4/4,미검사,수원고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-01
4398,PUB_3105,덕성,41430E060000008,경기,,,경기도,의왕시,경기도 의왕시 월암동 421,4143011000,,,N,,300,경기도담당자,,N,,,,,,2017,4/4,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,불검출,4.4,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,8차 비소 검사 결과 적합 9차 검사 의뢰,2017-12-05
4399,PUB_3106,내손,41430E060000009,경기,,,경기도,의왕시,경기도 의왕시 내손동 61,4143010700,,,N,,150,경기도담당자,,N,,,,,,2017,4/4,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,불검출,2.8,,,,,,,,,,,,,,,,,,,,,,불검출,,,,,,,,,,,,,,,,2017-12-08
4400,PUB_3107,한직골,41430E060000010,경기,,,경기도,의왕시,경기도 의왕시 학의동 37-1,4143010600,,,N,,50,경기도담당자,,N,,,,,,2017,4/4,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,불검출,0.9,,,,,,,,,,,,,,,,,,,,,,불검출,,,,,,,,,,,,,,,,2017-12-08
4401,PUB_3108,학의,41430E060000011,경기,,,경기도,의왕시,경기도 의왕시 청계동 79,4143010800,,,N,,80,경기도담당자,,N,,,,,,2017,4/4,검사,,적합,22,0,54,,불검출,,불검출,,,,,,,,,,,,,,불검출,0.9,,,,,,,,,,,,,,,,,,,,,,불검출,,,,,,,,,,,,,,,,2017-12-08
4402,PUB_3109,회암사,41630E060000001,경기,,,경기도,양주시,경기도 양주시 회암동 8-1,4163011200,,,N,,100,경기도담당자,,N,,,,,,2017,4/4,검사,,적합,22,0,23,,불검출,,불검출,,,,,,,,,,,,,,불검출,1.7,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,2017-12-05
4403,PUB_3110,옥천,41630E060000002,경기,,,경기도,양주시,경기도 양주시 덕계동 139-9,4163011600,,,N,,150,경기도담당자,,N,,,,,,2017,4/4,검사,,적합,22,0,2,,불검출,,불검출,,,,,,,,,,,,,,불검출,1.5,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,2017-12-05
4404,PUB_3111,명성,41630E060000003,경기,,,경기도,양주시,경기도 양주시 덕계동 707-25,4163011600,,,N,,100,경기도담당자,,N,,,,,,2017,4/4,검사,,적합,22,0,3,,불검출,,불검출,,,,,,,,,,,,,,불검출,1.1,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,2017-12-05
4405,PUB_3112,지장사,41630E060000004,경기,,,경기도,양주시,경기도 양주시 덕계동 752-1,4163011600,,,N,,150,경기도담당자,,N,,,,,,2017,4/4,검사,,부적합,20,2,21,,검출,,검출,,,,,,,,,,,,,,불검출,2.1,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,분원성대장균군(검출) 총대장균군(검출),주변청소 및 취수관 세척(재검결과 - 부적합),2017-12-05
4406,PUB_3113,극동,41630E060000005,경기,,,경기도,양주시,경기도 양주시 덕계동 64,4163011600,,,N,,50,경기도담당자,,N,,,,,,2017,4/4,검사,,적합,22,0,20,,불검출,,불검출,,,,,,,,,,,,,,불검출,2.1,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,2017-12-05
4407,PUB_3114,과골,41630E060000006,경기,,,경기도,양주시,경기도 양주시 회정동 44-3,4163011700,,,N,,50,경기도담당자,,N,,,,,,2017,4/4,검사,,적합,22,0,53,,불검출,,불검출,,,,,,,,,,,,,,불검출,1.2,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,2017-12-05
4408,PUB_3115,탑동,41630E060000007,경기,,,경기도,양주시,경기도 양주시 회정동 33-1,4163011700,,,N,,50,경기도담당자,,N,,,,,,2017,4/4,미검사,시설폐쇄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-01
4409,PUB_3116,야촌(위),41630E060000008,경기,,,경기도,양주시,경기도 양주시 삼숭동 123,4163010800,,,N,,20,경기도담당자,,N,,,,,,2017,4/4,검사,,적합,22,0,6,,불검출,,불검출,,,,,,,,,,,,,,불검출,2.5,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,2017-12-05
4410,PUB_3117,야촌(아래),41630E060000009,경기,,,경기도,양주시,경기도 양주시 삼숭동 123,4163010800,,,N,,20,경기도담당자,,N,,,,,,2017,4/4,미검사,시설폐쇄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-01
4411,PUB_3118,백화암,41630E060000010,경기,,,경기도,양주시,경기도 양주시 유양동 40,4163010100,,,N,,50,경기도담당자,,N,,,,,,2017,4/4,미검사,시설폐쇄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-01
4412,PUB_3119,작은산대,41630E060000011,경기,,,경기도,양주시,경기도 양주시 산북동 53-10,4163010500,,,N,,50,경기도담당자,,N,,,,,,2017,4/4,검사,,적합,22,0,2,,불검출,,불검출,,,,,,,,,,,,,,불검출,2,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,2017-12-05
4413,PUB_3120,천보산,41630E060000012,경기,,,경기도,양주시,경기도 양주시 광사동 140-3,4163010600,,,N,,50,경기도담당자,,N,,,,,,2017,4/4,검사,,부적합,21,1,0,,검출,,불검출,,,,,,,,,,,,,,불검출,2,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,총대장균군(검출),주변청소 및 취수관 세척(재검결과 - 부적합),2017-12-05
4414,PUB_3121,홍복,41630E060000013,경기,,,경기도,양주시,경기도 양주시 백석읍 15-1,4163025000,,,N,,140,경기도담당자,,N,,,,,,2017,4/4,검사,,적합,22,0,2,,불검출,,불검출,,,,,,,,,,,,,,불검출,1.5,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,2017-12-04
4415,PUB_3122,송산,41630E060000014,경기,,,경기도,양주시,경기도 양주시 백석읍 5-1,4163025000,,,N,,150,경기도담당자,,N,,,,,,2017,4/4,검사,,적합,22,0,4,,불검출,,불검출,,,,,,,,,,,,,,불검출,3,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,주변청소 및 취수관 세척(재검결과 - 부적합),2017-12-04
4416,PUB_3123,은봉산,41630E060000015,경기,,,경기도,양주시,경기도 양주시 백석읍 198-1,4163025000,,,N,,50,경기도담당자,,N,,,,,,2017,4/4,검사,,적합,22,0,5,,불검출,,불검출,,,,,,,,,,,,,,불검출,1.5,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,2017-12-04
4417,PUB_3124,송라,41630E060000016,경기,,,경기도,양주시,경기도 양주시 은현면 ,4163031000,,,N,,60,경기도담당자,,N,,,,,,2017,4/4,검사,,적합,22,0,10,,불검출,,불검출,,,,,,,,,,,,,,불검출,3.5,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,2017-12-01
4418,PUB_3125,소래,41630E060000017,경기,,,경기도,양주시,경기도 양주시 은현면 7-1,4163031000,,,N,,50,경기도담당자,,N,,,,,,2017,4/4,미검사,시설폐쇄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-01
4419,PUB_3126,옻물,41630E060000018,경기,,,경기도,양주시,경기도 양주시 은현면 42,4163031000,,,N,,50,경기도담당자,,N,,,,,,2017,4/4,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,불검출,5.6,,,,,,,,,,,,,,,,,,,,,,불검출,,,,,,,,,,,,,,,,2017-12-01
4420,PUB_3127,송천,41630E060000019,경기,,,경기도,양주시,경기도 양주시 은현면 131,4163031000,,,N,,50,경기도담당자,,N,,,,,,2017,4/4,검사,,적합,22,0,2,,불검출,,불검출,,,,,,,,,,,,,,불검출,3,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,2017-12-01
4421,PUB_3103,보수골,41430E060000006,경기,,,경기도,의왕시,경기도 의왕시 오전동 166,4143010500,,,N,,100,경기도담당자,,N,,,,,,2017,4/4,미검사,수원고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-01
4422,PUB_3128,도락산,41630E060000020,경기,,,경기도,양주시,경기도 양주시 은현면 83-1,4163031000,,,N,,50,경기도담당자,,N,,,,,,2017,4/4,검사,,적합,22,0,23,,불검출,,불검출,,,,,,,,,,,,,,불검출,1.4,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,2017-12-01
4423,PUB_3129,사리산,41630E060000021,경기,,,경기도,양주시,경기도 양주시 남면 1-1,4163032000,,,N,,50,경기도담당자,,N,,,,,,2017,4/4,미검사,수원고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-01
4424,PUB_3130,흥덕사,41630E060000022,경기,,,경기도,양주시,경기도 양주시 남면 6-1,4163032000,,,N,,50,경기도담당자,,N,,,,,,2017,4/4,검사,,부적합,20,2,63,,검출,,검출,,,,,,,,,,,,,,불검출,3,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,분원성대장균군(검출) 총대장균군(검출),주변청소 및 취수관 세척(재검결과 - 부적합),2017-12-01
4425,PUB_3131,감악산,41630E060000023,경기,,,경기도,양주시,경기도 양주시 남면 35-2,4163032000,,,N,,50,경기도담당자,,N,,,,,,2017,4/4,검사,,부적합,21,1,6,,검출,,불검출,,,,,,,,,,,,,,불검출,1.1,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,총대장균군(검출),주변청소 및 취수관 세척(재검결과 - 부적합),2017-12-01
4426,PUB_2341,국민주택,42170E060000004,강원,,,강원도,동해시,강원도 동해시 망상동 ,4217012900,,,N,,30,강원도담당자,19810101,N,맑은물보전센터,033-530-2677,,,,2018,4/4,검사,,적합,22,0,0,,불검출,0,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2018-11-12
4427,PUB_2342,연화산,42190E060000001,강원,,,강원도,태백시,강원도 태백시 황지동 1,4219010100,,,N,,50,강원도담당자,19960420,N,상수도사업소,033-550-2734,,,,2018,4/4,검사,,부적합,18,4,0,,검출,,불검출,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,, 총대장균군(검출),재검 결과 적합,2018-11-06
4428,PUB_2343,한마음,42190E060000002,강원,,,강원도,태백시,강원도 태백시 황지동 15-1,4219010100,,,N,,80,강원도담당자,19960420,N,상수도사업소,033-550-2734,,,,2018,4/4,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2018-11-06
4429,PUB_2377,도사곡샘터,42770E060000002,강원,,,강원도,정선군,강원도 정선군 사북읍 사북리,4277025622,,,N,,50,강원도담당자,,N,상하수도사업소,033-560-2522,,,,2018,4/4,검사,,적합,22,0,3,,불검출,0,,,,,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,27,1,불검출,0,1,불검출,8,0,1,0,0,1,0,0,0.0001,,,2018-11-07
4430,PUB_2344,마을,42190E060000003,강원,,,강원도,태백시,강원도 태백시 황지동 5-1,4219010100,,,N,,200,강원도담당자,20000322,N,상수도사업소,033-550-2734,,,,2018,4/4,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2018-11-06
4431,PUB_3408,안골,11620E060000014,서울,,,서울특별시,관악구,서울특별시 관악구 신림동 156-1,1162010200,,,N,,150,서울시담당자,,N,,,,,,2017,7월,검사,,부적합,5,2,33,,검출,,검출,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,총대장균군(검출) 분원성대장균군(검출),사용금지 안내문 부착 및 주변 청소,2017-07-24
4432,PUB_3484,고덕,11740E060000001,서울,,,서울특별시,강동구,서울특별시 강동구 고덕동 497,1174010200,,,N,,800,서울시담당자,,N,,,,,,2017,7월,검사,,부적합,6,1,,89,검출,불검출,불검출,,,,,,,,,,,,,,0.04,0.3,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,총대장균군(검출),사용금지 안내문 부착 및 주변 청소,2017-07-18
4433,PUB_3485,광능,11740E060000002,서울,,,서울특별시,강동구,서울특별시 강동구 암사동 10,1174010700,,,N,,100,서울시담당자,,N,,,,,,2017,7월,검사,,부적합,4,3,,39,검출,검출,검출,,,,,,,,,,,,,,0.04,2.1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,총대장균군(검출) 분원성대장균군(검출) 대장균(검출),사용금지 안내문 부착 및 주변 청소,2017-07-18
4434,PUB_3486,둔촌,11740E060000003,서울,,,서울특별시,강동구,서울특별시 강동구 둔촌동 11-6,1174010600,,,N,,1000,서울시담당자,,N,,,,,,2017,7월,검사,,부적합,4,3,,5,검출,검출,검출,,,,,,,,,,,,,,0.04,3.8,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,총대장균군(검출) 분원성대장균군(검출) 대장균(검출),사용금지 안내문 부착 및 주변 청소,2017-07-18
4435,PUB_3440,성산,11650E060000020,서울,,,서울특별시,서초구,서울특별시 서초구 방배동 92-1,1165010100,,,N,,100,서울시담당자,,N,,,,,,2017,9월,검사,,부적합,5,2,,0,검출,검출,,,,,,,,,,,,,,,0.04,2.9,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,대장균(검출) 총대장균군(검출),부적합 (사용중지) 안내문구 부착 및 주변청소,2017-09-13
4436,PUB_3443,서초(하),11650E060000023,서울,,,서울특별시,서초구,서울특별시 서초구 서초동 52,1165010800,,,N,,300,서울시담당자,,N,,,,,,2017,9월,검사,,부적합,6,1,,9,검출,불검출,,,,,,,,,,,,,,,0.04,2.8,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,총대장균군(검출),부적합 (사용중지) 안내문구 부착 및 주변청소,2017-09-13
4437,PUB_3445,서초(상),11650E060000025,서울,,,서울특별시,서초구,서울특별시 서초구 서초동 52,1165010800,,,N,,200,서울시담당자,,N,,,,,,2017,9월,검사,,적합,7,0,,0,불검출,불검출,,,,,,,,,,,,,,,0.04,2.9,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,적합판정,2017-09-13
4438,PUB_3448,방배응봉,11650E060000028,서울,,,서울특별시,서초구,서울특별시 서초구 방배동 43-6,1165010100,,,N,,350,서울시담당자,,N,,,,,,2017,9월,검사,,부적합,6,1,,15,검출,불검출,,,,,,,,,,,,,,,0.04,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,총대장균군(검출),부적합 (사용중지) 안내문구 부착 및 주변청소,2017-09-13
4439,PUB_3452,구룡,11650E060000032,서울,,,서울특별시,서초구,서울특별시 서초구 염곡동 2-1,1165011000,,,N,,150,서울시담당자,,N,,,,,,2017,9월,검사,,부적합,6,1,,2,검출,불검출,,,,,,,,,,,,,,,0.04,1.5,,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,총대장균군(검출),부적합 (사용중지) 안내문구 부착 및 주변청소,2017-09-13
4440,PUB_3454,개암,11680E060000001,서울,,,서울특별시,강남구,서울특별시 강남구 개포동 53-40,1168010300,,,N,,200,서울시담당자,,N,,,,,,2017,9월,검사,,부적합,5,2,,1,검출,검출,,,,,,,,,,,,,,,0.04,0.4,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,대장균(검출) 총대장균군(검출),부적합 (사용중지) 안내문구 부착 및 주변청소,2017-09-26
4441,PUB_3455,개포,11680E060000002,서울,,,서울특별시,강남구,서울특별시 강남구 개포동 139,1168010300,,,N,,200,서울시담당자,,N,,,,,,2017,9월,미검사,수원일시고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-01
4442,PUB_3456,구룡산,11680E060000003,서울,,,서울특별시,강남구,서울특별시 강남구 개포동 217-4,1168010300,,,N,,100,서울시담당자,,N,,,,,,2017,9월,미검사,수원일시고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-01
4443,PUB_3457,구룡천(1),11680E060000004,서울,,,서울특별시,강남구,서울특별시 강남구 개포동 53-28,1168010300,,,N,,150,서울시담당자,,N,,,,,,2017,9월,검사,,부적합,5,2,,2,검출,검출,,,,,,,,,,,,,,,0.04,1.7,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,대장균(검출) 총대장균군(검출),부적합 (사용중지) 안내문구 부착 및 주변청소,2017-09-26
4444,PUB_3458,구룡천(2),11680E060000005,서울,,,서울특별시,강남구,서울특별시 강남구 개포동 53-28,1168010300,,,N,,150,서울시담당자,,N,,,,,,2017,9월,검사,,부적합,6,1,,2,검출,불검출,,,,,,,,,,,,,,,0.04,1,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,총대장균군(검출),부적합 (사용중지) 안내문구 부착 및 주변청소,2017-09-26
4445,PUB_3460,달터,11680E060000007,서울,,,서울특별시,강남구,서울특별시 강남구 개포동 1271,1168010300,,,N,,150,서울시담당자,,N,,,,,,2017,9월,검사,,부적합,6,1,,103,검출,불검출,,,,,,,,,,,,,,,0.04,1.4,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,총대장균군(검출),부적합 (사용중지) 안내문구 부착 및 주변청소,2017-09-26
4446,PUB_2405,갯골샘터,42810E060000001,강원,,,강원도,인제군,강원도 인제군 인제읍 ,4281025000,,,N,,200,강원도담당자,19960101,N,상하수도사업소,033-460-2142,,,,2017,4/4,검사,,부적합,21,1,,14,검출,,불검출,,,,,,,,,,,,,,불검출,1.1,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,총대장균군(검출),,2017-10-18
4447,PUB_2406,다랑벼루샘터,42810E060000002,강원,,,강원도,인제군,강원도 인제군 인제읍 45-1,4281025000,,,N,,80,강원도담당자,19980401,N,상하수도사업소,033-460-2142,,,,2017,4/4,검사,,부적합,21,1,,11,검출,,불검출,,,,,,,,,,,,,,불검출,1.1,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,총대장균군(검출),,2017-10-18
4448,PUB_2408,장수샘터,42810E060000004,강원,,,강원도,인제군,강원도 인제군 북면 ,4281032000,,,N,,150,강원도담당자,19980401,N,상하수도사업소,033-460-2142,,,,2017,4/4,검사,,부적합,21,1,,6,검출,,불검출,,,,,,,,,,,,,,불검출,1.9,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,총대장균군(검출),,2017-10-18
4449,PUB_2409,필례약수,42810E060000005,강원,,,강원도,인제군,강원도 인제군 인제읍 ,4281025000,,,N,,100,강원도담당자,19960101,N,상하수도사업소,033-460-2142,,,,2017,4/4,검사,,부적합,21,1,,260,검출,,불검출,,,,,,,,,,,,,,불검출,1,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,총대장균군(검출),,2017-10-18
4450,PUB_2410,방동약수,42810E060000006,강원,,,강원도,인제군,강원도 인제군 기린면 ,4281033000,,,N,,100,강원도담당자,19960101,N,상하수도사업소,033-460-2142,,,,2017,4/4,검사,,적합,22,0,,16,불검출,,불검출,,,,,,,,,,,,,,0.05,불검출,,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,2017-10-18
4451,PUB_2411,남전약수,42810E060000007,강원,,,강원도,인제군,강원도 인제군 남면 62-2,4281031000,,,N,,80,강원도담당자,19960101,N,상하수도사업소,033-460-2142,,,,2017,4/4,검사,,적합,22,0,,2,불검출,,불검출,,,,,,,,,,,,,,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2017-10-18
4452,PUB_2412,수성샘터,42820E060000001,강원,,,강원도,고성군,강원도 고성군 간성읍 15,4282025000,,,N,,180,강원도담당자,20060116,N,상하수도사업소,033-680-3766,,,,2017,4/4,검사,,적합,22,0,,불검출,불검출,,불검출,,,,,,,,,,,,,,불검출,0.8,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,2017-12-12
4453,PUB_2413,토골샘터,42820E060000002,강원,,,강원도,고성군,강원도 고성군 간성읍 23,4282025000,,,N,,200,강원도담당자,20000515,N,상하수도사업소,033-680-3766,,,,2017,4/4,검사,,적합,22,0,,1,불검출,,불검출,,,,,,,,,,,,,,불검출,3,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,2017-12-12
4454,PUB_2414,해맞이봉샘터,42820E060000003,강원,,,강원도,고성군,강원도 고성군 거진읍 1,4282025300,,,N,,100,강원도담당자,19960526,N,상하수도사업소,033-680-3766,,,,2017,4/4,검사,,적합,22,0,,불검출,불검출,,불검출,,,,,,,,,,,,,,불검출,1.6,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,2017-12-12
4455,PUB_2415,행랑골샘터,42820E060000004,강원,,,강원도,고성군,강원도 고성군 거진읍 64-1,4282025300,,,N,,120,강원도담당자,20000515,N,상하수도사업소,033-680-3766,,,,2017,4/4,검사,,적합,22,0,,1,불검출,,불검출,,,,,,,,,,,,,,불검출,0.5,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,2017-12-12
4456,PUB_2416,약수암샘터,42820E060000005,강원,,,강원도,고성군,강원도 고성군 거진읍 235-4,4282025300,,,N,,60,강원도담당자,20000515,N,상하수도사업소,033-680-3766,,,,2017,4/4,검사,,적합,22,0,,불검출,불검출,,불검출,,,,,,,,,,,,,,불검출,2.3,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,2017-12-12
4457,PUB_2417,포남샘터,42820E060000006,강원,,,강원도,고성군,강원도 고성군 거진읍 55-8,4282025300,,,N,,100,강원도담당자,20000515,N,상하수도사업소,033-680-3766,,,,2017,4/4,검사,,적합,22,0,,불검출,불검출,,불검출,,,,,,,,,,,,,,불검출,0.7,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,2017-12-12
4458,PUB_2418,작은소골샘터,42820E060000007,강원,,,강원도,고성군,강원도 고성군 거진읍 9,4282025300,,,N,,20,강원도담당자,20000515,N,상하수도사업소,033-680-3766,,,,2017,4/4,검사,,적합,22,0,,불검출,불검출,,불검출,,,,,,,,,,,,,,불검출,1,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,2017-12-12
4459,PUB_2419,옷샘터,42820E060000008,강원,,,강원도,고성군,강원도 고성군 거진읍 60,4282025300,,,N,,20,강원도담당자,20000515,N,상하수도사업소,033-680-3766,,,,2017,4/4,검사,,적합,22,0,,1,불검출,,불검출,,,,,,,,,,,,,,불검출,0.5,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,2017-12-12
4460,PUB_2420,건봉사샘터,42820E060000009,강원,,,강원도,고성군,강원도 고성군 거진읍 2,4282025300,,,N,,80,강원도담당자,20000515,N,상하수도사업소,033-680-3766,,,,2017,4/4,검사,,적합,22,0,,1,불검출,,불검출,,,,,,,,,,,,,,불검출,0.4,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,2017-12-12
4461,PUB_2422,큰골샘터,42820E060000011,강원,,,강원도,고성군,강원도 고성군 죽왕면 131,4282032000,,,N,,60,강원도담당자,20000515,N,상하수도사업소,033-680-3766,,,,2017,4/4,검사,,적합,22,0,,불검출,불검출,,불검출,,,,,,,,,,,,,,불검출,0.5,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,2017-12-12
4462,PUB_2424,모로골샘터,42830E060000001,강원,,,강원도,양양군,강원도 양양군 양양읍 ,4283025000,,,N,,150,강원도담당자,19960307,N,상수도사업소,033-670-2694,,,,2017,4/4,검사,,적합,22,0,,불검출,불검출,,불검출,,,,,,,,,,,,,,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,2017-11-16
4463,PUB_2425,고치물샘터,42830E060000002,강원,,,강원도,양양군,강원도 양양군 양양읍 ,4283025000,,,N,,70,강원도담당자,19960413,N,상수도사업소,033-670-2694,,,,2017,4/4,검사,,적합,22,0,,불검출,불검출,,불검출,,,,,,,,,,,,,,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,2017-11-16
4464,PUB_2427,상복리샘터,42830E060000004,강원,,,강원도,양양군,강원도 양양군 강현면 ,4283035000,,,N,,70,강원도담당자,19960307,N,상수도사업소,033-670-2694,,,,2017,4/4,검사,,적합,22,0,,불검출,불검출,,불검출,,,,,,,,,,,,,,불검출,0.1,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,2017-11-16
4465,PUB_3696,한재샘터,26320E060000023,강원,,,강원도,양양군,강원도 양양군 현북면 ,4283033000,,,N,,40,미검사,20160616,N,,,,,,2017,4/4,검사,,적합,22,0,,불검출,불검출,,불검출,,,,,,,,,,,,,,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,2017-11-17
